address,value
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2250.SA1/KVAL.PREDICT,2.6159629821777344
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2256.SA1/KVAL.PREDICT,2.6157641410827637
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2262.SA1/KVAL.PREDICT,2.615565299987793
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2269.SA1/KVAL.PREDICT,2.6153664588928223
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2275.SA1/KVAL.PREDICT,2.6151676177978516
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2281.SA1/KVAL.PREDICT,2.614968776702881
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2287.SA1/KVAL.PREDICT,2.61476993560791
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2293.SA1/KVAL.PREDICT,2.6145710945129395
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2299.SA1/KVAL.PREDICT,2.6143722534179688
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2305.SA1/KVAL.PREDICT,2.614173650741577
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2311.SA1/KVAL.PREDICT,2.6139748096466064
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2317.SA1/KVAL.PREDICT,2.613776206970215
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2323.SA1/KVAL.PREDICT,2.613577365875244
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2330.SA1/KVAL.PREDICT,2.6133787631988525
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2336.SA1/KVAL.PREDICT,2.613179922103882
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2342.SA1/KVAL.PREDICT,2.612719774246216
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2348.SA1/KVAL.PREDICT,2.611736536026001
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2354.SA1/KVAL.PREDICT,2.6102302074432373
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2360.SA1/KVAL.PREDICT,2.608201026916504
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2366.SA1/KVAL.PREDICT,2.6056487560272217
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2372.SA1/KVAL.PREDICT,2.6025736331939697
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2378.SA1/KVAL.PREDICT,2.598975658416748
XFEL.FEL/WAVELENGTHCONTROL.SA1/U40.2384.SA1/KVAL.PREDICT,2.5948548316955566
